****** Levels
 8.42117137E+15      9.    3  'S 3  3Pe 1'  0   0.     0
 8.10741434E+15      5.    3  'S 3  1De 1'  0   0.     0
 7.55019012E+15      1.    3  'S 3  1Se 1'  0   0.  -103
 6.78636777E+15      5.    3  'S 3  5So 1'  0   0.  -103
 5.96293449E+15     15.    3  'S 3  3Do 1'  0   0.  -103
 5.46630849E+15      9.    3  'S 3  3Po 1'  0   0.  -103
 5.31586653E+15      5.    3  'S 3  1Do 1'  0   0.  -103
 4.73890424E+15     21.    3  'S 3  3Fo 1'  0   0.  -103
 4.02743969E+15     36.    4  'S 3 +3_o 1'  0   0.  -103
 3.91809707E+15     18.    4  'S 3 +1_o 2'  0   0.  -103
****** Continuum transitions
   1  11   1    107      0      0      0   1.029E-19   0.000E+00
  -0.001   0.094   0.179   0.236   0.423   0.572   1.150
  -0.467  -0.208  -0.091  -0.054  -0.171  -0.374  -2.081
   2  11   1    105      0      0      0   1.191E-19   0.000E+00
   0.003   0.031   0.120   0.204   0.865
  -0.412  -0.518  -0.201  -0.074  -2.081
   3  11   1    106      0      0      0   1.433E-19   0.000E+00
  -0.004   0.031   0.154   0.176   0.246   0.919
  -0.289  -0.597  -0.368  -0.122  -0.060  -2.067
   4  11   1    103      0      0      0   4.208E-19   0.000E+00
   0.102   0.357   0.786
  -0.163  -0.933  -2.214
   5  11   1    109      0      0      0   8.776E-19   0.000E+00
   0.001   0.014   0.039   0.052   0.060   0.120   0.193   0.274   0.942
   0.451   0.169  -0.042   0.459  -1.257  -0.166  -0.271  -0.174  -2.164
   6  11   1    112      0      0      0   3.318E-18   0.000E+00
  -0.004   0.005   0.026   0.039   0.046   0.063   0.067   0.080   0.127   0.189
   0.293   0.962
   0.687   1.542  -1.363  -1.077   0.412   0.222  -1.130  -0.285  -0.222  -0.306
  -0.180  -2.197
   7  11   1    110      0      0      0   3.782E-18   0.000E+00
   0.001   0.018   0.022   0.056   0.063   0.084   0.127   0.150   0.270   0.942
   1.093   0.917   0.310   1.375  -0.597   0.063   0.389  -0.139  -0.157  -2.155
   8  11   1    107      0      0      0   5.272E-18   0.000E+00
   0.001   0.031   0.046   0.071   0.227   0.295   0.966
   1.248   1.389   0.905   0.614   0.174   0.025  -1.974
   9  11   1    108      0      0      0   5.236E-19   0.000E+00
  -0.005   0.030   0.059   0.133   0.329   0.653   0.824   1.290
   0.151   0.753   0.489  -0.704  -1.106  -1.824  -2.035  -3.419
  10  11   1    108      0      0      0   2.105E-18   0.000E+00
  -0.003   0.032   0.059   0.094   0.116   0.248   0.398   1.060
   0.834   0.961   1.204   0.592  -0.074  -0.655  -0.961  -2.937
*** Line transitions
   1   2   0   0   4      0      0   0.000E+00   5.000E-02
   1   3   0   0   4      0      0   0.000E+00   5.000E-02
   1   4   0   0   4      0      0   0.000E+00   5.000E-02
   1   5  -1   0   1      0      0   2.489E-02   7.000E-01
  F  1  7  0.  0.
   1   6  -1   0   1      0      0   4.267E-02   7.000E-01
  F  1  7  0.  0.
   1   7   0   0   4      0      0   0.000E+00   5.000E-02
   1   8   0   0   4      0      0   0.000E+00   5.000E-02
   1   9  -1   0   1      0      0   2.890E+00   2.000E-01
  F  1  7  0.  0.
   1  10   0   0   4      0      0   0.000E+00   5.000E-02
   2   3   0   0   4      0      0   0.000E+00   5.000E-02
   2   4   0   0   4      0      0   0.000E+00   5.000E-02
   2   5   0   0   4      0      0   0.000E+00   5.000E-02
   2   6   0   0   4      0      0   0.000E+00   5.000E-02
   2   7  -1   0   1      0      0   2.300E-02   7.000E-01
  F  1  7  0.  0.
   2   8   0   0   4      0      0   0.000E+00   5.000E-02
   2   9   0   0   4      0      0   0.000E+00   5.000E-02
   2  10  -1   0   1      0      0   2.873E+00   2.000E-01
  F  1  7  0.  0.
   3   4   0   0   4      0      0   0.000E+00   5.000E-02
   3   5   0   0   4      0      0   0.000E+00   5.000E-02
   3   6   0   0   4      0      0   0.000E+00   5.000E-02
   3   7   0   0   4      0      0   0.000E+00   5.000E-02
   3   8   0   0   4      0      0   0.000E+00   5.000E-02
   3   9   0   0   4      0      0   0.000E+00   5.000E-02
   3  10  -1   0   1      0      0   5.012E-02   2.000E-01
  F  1  7  0.  0.
   4   5   0   0   4      0      0   0.000E+00   5.000E-02
   4   6   0   0   4      0      0   0.000E+00   5.000E-02
   4   7   0   0   4      0      0   0.000E+00   5.000E-02
   4   8   0   0   4      0      0   0.000E+00   5.000E-02
   4   9   0   0   4      0      0   0.000E+00   5.000E-02
   4  10   0   0   4      0      0   0.000E+00   5.000E-02
   5   6   0   0   4      0      0   0.000E+00   5.000E-02
   5   7   0   0   4      0      0   0.000E+00   5.000E-02
   5   8   0   0   4      0      0   0.000E+00   5.000E-02
   5   9   0   0   4      0      0   0.000E+00   5.000E-02
   5  10   0   0   4      0      0   0.000E+00   5.000E-02
   6   7   0   0   4      0      0   0.000E+00   5.000E-02
   6   8   0   0   4      0      0   0.000E+00   5.000E-02
   6   9   0   0   4      0      0   0.000E+00   5.000E-02
   6  10   0   0   4      0      0   0.000E+00   5.000E-02
   7   8   0   0   4      0      0   0.000E+00   5.000E-02
   7   9   0   0   4      0      0   0.000E+00   5.000E-02
   7  10   0   0   4      0      0   0.000E+00   5.000E-02
   8   9   0   0   4      0      0   0.000E+00   5.000E-02
   8  10   0   0   4      0      0   0.000E+00   5.000E-02
   9  10   0   0   4      0      0   0.000E+00   5.000E-02
